Port,Protocol,Service,Category,Risk,Description
6891,TCP,MS-Messenger-file-transfer,FileTransfer,Medium,MS Messenger file transfer
6901,TCP,MS-Messenger-voice-calls,Infrastructure,Medium,MS Messenger voice calls
6961,TCP,JMACT3,Infrastructure,Medium,JMACT3
6962,TCP,jmevt2,Infrastructure,Medium,jmevt2
6963,TCP,swismgr1,Infrastructure,Medium,swismgr1
6964,TCP,swismgr2,Infrastructure,Medium,swismgr2
6965,TCP,swistrap,Infrastructure,Medium,swistrap
6966,TCP,swispol,Infrastructure,Medium,swispol
6969,TCP,acmsoda,Infrastructure,Medium,acmsoda
6998,TCP,IATP-highPri,Infrastructure,Medium,IATP-highPri
6999,TCP,IATP-normalPri,Infrastructure,Medium,IATP-normalPri
7000,TCP,IRC-Alt,C2,High,IRC-based command channel
7001,TCP,WebLogic,AppServer,High,Oracle WebLogic
7002,TCP,WebLogic-SSL,AppServer,Medium,Secure WebLogic
7003,TCP,volume-location-database,Database,Medium,volume location database
7004,TCP,AFS-Kerberos-authentication-service,Infrastructure,Medium,AFS/Kerberos authentication service
7005,TCP,volume-managment-server,Infrastructure,Medium,volume managment server
7006,TCP,error-interpretation-service,Infrastructure,Medium,error interpretation service
7007,TCP,Windows-Media-Services-basic-overseer-process,Infrastructure,Medium,Windows Media Services / basic overseer process
7008,TCP,server-to-server-updater,Infrastructure,Medium,server-to-server updater
7009,TCP,remote-cache-manager-service,Infrastructure,Medium,remote cache manager service
7010,TCP,onlinet-uninterruptable-power-supplies,Infrastructure,Medium,onlinet uninterruptable power supplies
7011,TCP,Talon-Discovery-Port,Infrastructure,Medium,Talon Discovery Port
7012,TCP,Talon-Engine,Infrastructure,Medium,Talon Engine
7013,TCP,Microtalon-Discovery,Infrastructure,Medium,Microtalon Discovery
7014,TCP,Microtalon-Communications,Infrastructure,Medium,Microtalon Communications
7015,TCP,Talon-Webserver,Web,Medium,Talon Webserver
7020,TCP,DP-Serve,Infrastructure,Medium,DP Serve
7021,TCP,DP-Serve-Admin,Infrastructure,Medium,DP Serve Admin
7070,TCP,ARCP,Infrastructure,Medium,ARCP
7099,TCP,lazy-ptop,Infrastructure,Medium,lazy-ptop
7100,TCP,X-Font-Service,Infrastructure,Medium,X Font Service
7121,TCP,Virtual-Prototypes-License-Manager,Infrastructure,Medium,Virtual Prototypes License Manager
7141,TCP,vnetibmcom,Infrastructure,Medium,vnet.ibm.com
7161,TCP,Catalyst,Infrastructure,Medium,Catalyst
7174,TCP,Clutild,Infrastructure,Medium,Clutild
7200,TCP,FODMS-FLIP,Infrastructure,Medium,FODMS FLIP
7201,TCP,DLIP,Infrastructure,Medium,DLIP
7323,TCP,311-Remote-Administration,Infrastructure,Medium,3.11 Remote Administration
7326,TCP,Internet-Citizens-Band,Infrastructure,Medium,Internet Citizen's Band
7390,TCP,The-Swiss-Exchange-swxch,Infrastructure,Medium,The Swiss Exchange swx.ch
7395,TCP,winqedit,Infrastructure,Medium,winqedit
7426,TCP,OpenView-DM-Postmaster-Manager,Infrastructure,Medium,OpenView DM Postmaster Manager
7427,TCP,OpenView-DM-Event-Agent-Manager,Infrastructure,Medium,OpenView DM Event Agent Manager
7428,TCP,OpenView-DM-Log-Agent-Manager,Infrastructure,Medium,OpenView DM Log Agent Manager
7429,TCP,OpenView-DM-rqt-communication,Infrastructure,Medium,OpenView DM rqt communication
7430,TCP,OpenView-DM-xmpv7-api-pipe,Infrastructure,Medium,OpenView DM xmpv7 api pipe
7431,TCP,OpenView-DM-ovc-xmpv3-api-pipe,Infrastructure,Medium,OpenView DM ovc/xmpv3 api pipe
7437,TCP,Faximum,Infrastructure,Medium,Faximum
7491,TCP,telops-lmd,Infrastructure,Medium,telops-lmd
7511,TCP,pafec-lm,Infrastructure,Medium,pafec-lm
7544,TCP,FlowAnalyzer-DisplayServer,Infrastructure,Medium,FlowAnalyzer DisplayServer
7545,TCP,FlowAnalyzer-UtilityServer,Infrastructure,Medium,FlowAnalyzer UtilityServer
7566,TCP,VSI-Omega,Infrastructure,Medium,VSI Omega
7570,TCP,Aries-Kfinder,Infrastructure,Medium,Aries Kfinder
7588,TCP,Sun-License-Manager,Infrastructure,Medium,Sun License Manager
7597,TCP,TROJAN-WORM,Infrastructure,Medium,TROJAN WORM
7633,TCP,PMDF-Management,Infrastructure,Medium,PMDF Management
7640,TCP,CUSeeMe,Infrastructure,Medium,CUSeeMe
7777,TCP,Malware-Alt,C2,High,Common backdoor port
7778,TCP,Windows-Media-Services-Interwise,Infrastructure,Medium,Windows Media Services / Interwise
7781,TCP,accu-lmgr,Infrastructure,Medium,accu-lmgr
7786,TCP,MINIVEND,Infrastructure,Medium,MINIVEND
7932,TCP,Tier-2-Data-Resource-Manager,Infrastructure,Medium,Tier 2 Data Resource Manager
7933,TCP,Tier-2-Business-Rules-Manager,Infrastructure,Medium,Tier 2 Business Rules Manager
7967,TCP,Supercell,Infrastructure,Medium,Supercell
7979,TCP,Micromuse-ncps,Infrastructure,Medium,Micromuse-ncps
7980,TCP,Quest-Vista,Infrastructure,Medium,Quest Vista
7999,TCP,iRDMI2,Infrastructure,Medium,iRDMI2
8000,TCP,HTTP-Alt,Web,Medium,Alternate HTTP
8001,TCP,HTTP-VCOM-Tunnel,Web,Medium,HTTP/VCOM Tunnel
8002,TCP,HTTP-Teradata-ORDBMS,Web,Medium,HTTP/Teradata ORDBMS
8007,TCP,Apache-JServ-Protocol,AppServer,High,Apache JServ Protocol
8008,TCP,HTTP-Alt,Web,Medium,Alternate HTTP
8009,TCP,AJP,AppServer,High,Apache JServ Protocol
8010,TCP,Wingate-HTTP-Proxy,Web,Medium,Wingate HTTP Proxy
8032,TCP,ProEd,Infrastructure,Medium,ProEd
8033,TCP,MindPrint,Infrastructure,Medium,MindPrint
8080,TCP,HTTP-Proxy,Web,Medium,Proxy / alternate HTTP
8081,TCP,HTTP-Alt,Web,Medium,Alternate HTTP
8082,TCP,HTTP-C2,C2,High,Alternate HTTP C2 channel
8129,TCP,Snapstream-PVS-Server,Infrastructure,Medium,Snapstream PVS Server
8130,TCP,INDIGO-VRMI,Infrastructure,Medium,INDIGO-VRMI
8131,TCP,INDIGO-VBCP,Infrastructure,Medium,INDIGO-VBCP
8160,TCP,Patrol,Infrastructure,Medium,Patrol
8161,TCP,Patrol-SNMP,Infrastructure,Medium,Patrol SNMP
8181,TCP,IPSwitch-IMail-Monitor,C2,High,IPSwitch IMail / Monitor
8200,TCP,TRIVNET,Infrastructure,Medium,TRIVNET
8201,TCP,TRIVNET,Infrastructure,Medium,TRIVNET
8204,TCP,LM-Perfworks,Infrastructure,Medium,LM Perfworks
8205,TCP,LM-Instmgr,Infrastructure,Medium,LM Instmgr
8206,TCP,LM-Dta,Infrastructure,Medium,LM Dta
8207,TCP,LM-SServer,Infrastructure,Medium,LM SServer
8208,TCP,LM-Webwatcher,Web,Medium,LM Webwatcher
8351,TCP,Server-Find,Infrastructure,Medium,Server Find
8376,TCP,Cruise-ENUM,Infrastructure,Medium,Cruise ENUM
8377,TCP,Cruise-SWROUTE,Infrastructure,Medium,Cruise SWROUTE
8378,TCP,Cruise-CONFIG,Infrastructure,Medium,Cruise CONFIG
8379,TCP,Cruise-DIAGS,Infrastructure,Medium,Cruise DIAGS
8380,TCP,Cruise-UPDATE,Infrastructure,Medium,Cruise UPDATE
8383,TCP,Web-Email,Web,Medium,Web Email
8400,TCP,cvd,Infrastructure,Medium,cvd
8401,TCP,sabarsd,Infrastructure,Medium,sabarsd
8402,TCP,abarsd,Infrastructure,Medium,abarsd
8403,TCP,admind,Infrastructure,Medium,admind
8431,TCP,Micro-PC-Cilin,Infrastructure,Medium,Micro PC-Cilin
8450,TCP,npmp,Infrastructure,Medium,npmp
8473,TCP,Virtual-Point-to-Point,Infrastructure,Medium,Virtual Point to Point
8484,TCP,Ipswitch-IMail,Infrastructure,Medium,Ipswitch IMail
8554,TCP,RTSP-Alternate,Infrastructure,Medium,RTSP Alternate (see port 554)
8733,TCP,iBus,Infrastructure,Medium,iBus
8763,TCP,MC-APPSERVER,Infrastructure,Medium,MC-APPSERVER
8764,TCP,OPENQUEUE,Infrastructure,Medium,OPENQUEUE
8765,TCP,Ultraseek-HTTP,Web,Medium,Ultraseek HTTP
8804,TCP,truecm,Infrastructure,Medium,truecm
8866,TCP,W32BeagleB-trojan,Infrastructure,Medium,W32.Beagle.B trojan
8880,TCP,CDDBP,Infrastructure,Medium,CDDBP
8888,TCP,Jupyter,Development,High,Notebook server
8889,TCP,Desktop-Data-TCP-1,Infrastructure,Medium,Desktop Data TCP 1
8890,TCP,Desktop-Data-TCP-2,Infrastructure,Medium,Desktop Data TCP 2
8891,TCP,Desktop-Data-TCP-3-NESS-application,Infrastructure,Medium,Desktop Data TCP 3: NESS application
8892,TCP,Desktop-Data-TCP-4-FARM-product,Infrastructure,Medium,Desktop Data TCP 4: FARM product
8893,TCP,Desktop-Data-TCP-5-NewsEDGE-Web-application,Web,Medium,Desktop Data TCP 5: NewsEDGE/Web application
8894,TCP,Desktop-Data-TCP-6-COAL-application,Infrastructure,Medium,Desktop Data TCP 6: COAL application
8900,TCP,JMB-CDS-1,Infrastructure,Medium,JMB-CDS 1
8901,TCP,JMB-CDS-2,Infrastructure,Medium,JMB-CDS 2
8967,TCP,Win32-Dabber,Infrastructure,Medium,Win32/Dabber (Windows worm)
8999,TCP,Firewall,Infrastructure,Medium,Firewall
9000,TCP,SonarQube,Development,Medium,Code analysis platform
9001,TCP,Tor,C2,High,Tor entry/relay node usage
9090,TCP,WebSM,Web,Medium,WebSM
9100,TCP,HP-JetDirect,Infrastructure,Medium,HP JetDirect
9160,TCP,NetLOCK1,Infrastructure,Medium,NetLOCK1
9161,TCP,NetLOCK2,Infrastructure,Medium,NetLOCK2
9162,TCP,NetLOCK3,Infrastructure,Medium,NetLOCK3
9163,TCP,NetLOCK4,Infrastructure,Medium,NetLOCK4
9164,TCP,NetLOCK5,Infrastructure,Medium,NetLOCK5
9200,TCP,Elasticsearch,Search,High,REST API exposure
9201,TCP,WAP-session-service,Infrastructure,Medium,WAP session service
9202,TCP,WAP-secure-connectionless-session-service,Infrastructure,Medium,WAP secure connectionless session service
9203,TCP,WAP-secure-session-service,Infrastructure,Medium,WAP secure session service
9204,TCP,WAP-vCard,Infrastructure,Medium,WAP vCard
9205,TCP,WAP-vCal,Infrastructure,Medium,WAP vCal
9206,TCP,WAP-vCard-Secure,Infrastructure,Medium,WAP vCard Secure
9207,TCP,WAP-vCal-Secure,Infrastructure,Medium,WAP vCal Secure
9273,TCP,BackGate,Infrastructure,Medium,BackGate (Windows rootkit)
9274,TCP,BackGate,Infrastructure,Medium,BackGate (Windows rootkit)
9275,TCP,BackGate,Infrastructure,Medium,BackGate (Windows rootkit)
9276,TCP,BackGate,Infrastructure,Medium,BackGate (Windows rootkit)
9277,TCP,BackGate,Infrastructure,Medium,BackGate (Windows rootkit)
9278,TCP,BackGate,Infrastructure,Medium,BackGate (Windows rootkit)
9280,TCP,HP-JetDirect-Embedded-Web-Server,Web,Medium,HP JetDirect Embedded Web Server
9290,TCP,HP-JetDirect,Infrastructure,Medium,HP JetDirect
9291,TCP,HP-JetDirect,Infrastructure,Medium,HP JetDirect
9292,TCP,HP-JetDirect,Infrastructure,Medium,HP JetDirect
9321,TCP,guibase,Infrastructure,Medium,guibase
9343,TCP,MpIdcMgr,Infrastructure,Medium,MpIdcMgr
9344,TCP,Mphlpdmc,Infrastructure,Medium,Mphlpdmc
9374,TCP,fjdmimgr,Infrastructure,Medium,fjdmimgr
9396,TCP,fjinvmgr,Infrastructure,Medium,fjinvmgr
9397,TCP,MpIdcAgt,Infrastructure,Medium,MpIdcAgt
9400,TCP,InCommand,Infrastructure,Medium,InCommand
9500,TCP,ismserver,Infrastructure,Medium,ismserver
9535,TCP,Remote-man-server,Infrastructure,Medium,Remote man server
9537,TCP,Remote-man-server-testing,Infrastructure,Medium,"Remote man server, testing"
9594,TCP,Message-System,Infrastructure,Medium,Message System
9595,TCP,Ping-Discovery-Service,Infrastructure,Medium,Ping Discovery Service
9600,TCP,MICROMUSE-NCPW,Infrastructure,Medium,MICROMUSE-NCPW
9753,TCP,rasadv,Infrastructure,Medium,rasadv
9876,TCP,Session-Director,C2,High,Session Director
9888,TCP,CYBORG-Systems,Infrastructure,Medium,CYBORG Systems
9898,TCP,MonkeyCom-Win32-Dabber,Infrastructure,Medium,MonkeyCom / Win32/Dabber (Windows worm)
9899,TCP,SCTP-TUNNELING,Infrastructure,Medium,SCTP TUNNELING
9900,TCP,IUA,Infrastructure,Medium,IUA
9909,TCP,domaintime,Infrastructure,Medium,domaintime
9950,TCP,APCPCPLUSWIN1,Infrastructure,Medium,APCPCPLUSWIN1
9951,TCP,APCPCPLUSWIN2,Infrastructure,Medium,APCPCPLUSWIN2
9952,TCP,APCPCPLUSWIN3,Infrastructure,Medium,APCPCPLUSWIN3
9992,TCP,Palace,Infrastructure,Medium,Palace
9993,TCP,Palace,Infrastructure,Medium,Palace
9994,TCP,Palace,Infrastructure,Medium,Palace
9995,TCP,Palace,Infrastructure,Medium,Palace
9996,TCP,Sasser-Worm-shell-Palace,Infrastructure,Medium,Sasser Worm shell / Palace
9997,TCP,Palace,Infrastructure,Medium,Palace
9998,TCP,Distinct32,Infrastructure,Medium,Distinct32
9999,TCP,distinct-Win32-Dabber,Infrastructure,Medium,distinct / Win32/Dabber (Windows worm)
10000,TCP,Webmin,Admin,High,System administration panel
10001,TCP,queue,Infrastructure,Medium,queue
10002,TCP,poker,Infrastructure,Medium,poker
10003,TCP,gateway,Infrastructure,Medium,gateway
10004,TCP,remp,Infrastructure,Medium,remp
10005,TCP,Secure-telnet,RemoteAccess,High,Secure telnet
10007,TCP,MVS-Capacity,Infrastructure,Medium,MVS Capacity
10012,TCP,qmaster,Infrastructure,Medium,qmaster
10080,TCP,Amanda-MyDoomB,Infrastructure,Medium,Amanda / MyDoom.B (Windows trojan)
10082,TCP,Amanda-Indexing,Infrastructure,Medium,Amanda Indexing
10083,TCP,Amanda-Tape-Indexing,Infrastructure,Medium,Amanda Tape Indexing
10113,TCP,NetIQ-Endpoint,Infrastructure,Medium,NetIQ Endpoint
10114,TCP,NetIQ-Qcheck,Infrastructure,Medium,NetIQ Qcheck
10115,TCP,Ganymede-Endpoint,Infrastructure,Medium,Ganymede Endpoint
10128,TCP,BMC-PERFORM-SERVICE-DAEMON,Infrastructure,Medium,BMC-PERFORM-SERVICE DAEMON
10202,TCP,Computer-Associate-License-Manager,Infrastructure,Medium,Computer Associate License Manager
10203,TCP,Computer-Associate-License-Manager,Infrastructure,Medium,Computer Associate License Manager
10204,TCP,Computer-Associate-License-Manager,Infrastructure,Medium,Computer Associate License Manager
10288,TCP,Blocks,Infrastructure,Medium,Blocks
10520,TCP,Acid-Shivers,Infrastructure,Medium,Acid Shivers (Windows Trojan)
11000,TCP,IRISA,Infrastructure,Medium,IRISA
11001,TCP,Metasys,Infrastructure,Medium,Metasys
11111,TCP,Viral-Computing-Environment,Infrastructure,Medium,Viral Computing Environment (VCE)
11117,TCP,W32BeagleL-trojan-URBISNET,Infrastructure,Medium,W32.Beagle.L trojan / URBISNET
11367,TCP,ATM-UHAS,Infrastructure,Medium,ATM UHAS
11523,TCP,AOL-AdSubtract-AOL-Proxy,Web,Medium,AOL / AdSubtract AOL Proxy
11720,TCP,h323-Call-Signal-Alternate,Infrastructure,Medium,h323 Call Signal Alternate
11722,TCP,RK-Test,Infrastructure,Medium,RK Test
12000,TCP,IBM-Enterprise-Extender-SNA-XID-Exchange,Infrastructure,Medium,IBM Enterprise Extender SNA XID Exchange
12001,TCP,IBM-Enterprise-Extender-SNA-COS-Network-Priority,Infrastructure,Medium,IBM Enterprise Extender SNA COS Network Priority
12002,TCP,IBM-Enterprise-Extender-SNA-COS-High-Priority,Infrastructure,Medium,IBM Enterprise Extender SNA COS High Priority
12003,TCP,IBM-Enterprise-Extender-SNA-COS-Medium-Priority,Infrastructure,Medium,IBM Enterprise Extender SNA COS Medium Priority
12004,TCP,IBM-Enterprise-Extender-SNA-COS-Low-Priority,Infrastructure,Medium,IBM Enterprise Extender SNA COS Low Priority
12172,TCP,HiveP,Infrastructure,Medium,HiveP
12345,TCP,NetBus,Malware,Critical,Legacy trojan port
12346,TCP,NetBus,Infrastructure,Medium,NetBus (Windows Trojan)
12348,TCP,BioNet,Infrastructure,Medium,BioNet (Windows Trojan)
12349,TCP,BioNet,Infrastructure,Medium,BioNet (Windows Trojan)
12361,TCP,Whack-a-mole,Infrastructure,Medium,Whack-a-mole (Windows Trojan)
12362,TCP,Whack-a-mole,Infrastructure,Medium,Whack-a-mole (Windows Trojan)
12753,TCP,tsaf-port,Infrastructure,Medium,tsaf port
12754,TCP,DDOS-communication-TCP,Infrastructure,Medium,DDOS communication TCP
13160,TCP,I-ZIPQD,Infrastructure,Medium,I-ZIPQD
13223,TCP,PowWow-Client,Infrastructure,Medium,PowWow Client
13224,TCP,PowWow-Server,Infrastructure,Medium,PowWow Server
13326,TCP,game,Infrastructure,Medium,game
13720,TCP,BPRD-Protocol,Infrastructure,Medium,BPRD Protocol (VERITAS NetBackup)
13721,TCP,BPBRM-Protocol,Infrastructure,Medium,BPBRM Protocol (VERITAS NetBackup)
13722,TCP,BP-Java-MSVC-Protocol,Infrastructure,Medium,BP Java MSVC Protocol
13782,TCP,VERITAS-NetBackup,Infrastructure,Medium,VERITAS NetBackup
13783,TCP,VOPIED-Protnocol,Infrastructure,Medium,VOPIED Protnocol
13818,TCP,DSMCC-Config,Infrastructure,Medium,DSMCC Config
13819,TCP,DSMCC-Session-Messages,Infrastructure,Medium,DSMCC Session Messages
13820,TCP,DSMCC-Pass-Thru-Messages,Infrastructure,Medium,DSMCC Pass-Thru Messages
13821,TCP,DSMCC-Download-Protocol,Infrastructure,Medium,DSMCC Download Protocol
13822,TCP,DSMCC-Channel-Change-Protocol,Infrastructure,Medium,DSMCC Channel Change Protocol
14001,TCP,ITU-SCCP,Infrastructure,Medium,ITU SCCP (SS7)
14237,TCP,Palm-Network-Hotsync,Infrastructure,Medium,Palm Network Hotsync
14247,TCP,MitgliederH-trojan,Infrastructure,Medium,Mitglieder.H trojan
15104,TCP,DDOS-communication-TCP,Infrastructure,Medium,DDOS communication TCP
16360,TCP,netserialext1,Infrastructure,Medium,netserialext1
16361,TCP,netserialext2,Infrastructure,Medium,netserialext2
16367,TCP,netserialext3,Infrastructure,Medium,netserialext3
16368,TCP,netserialext4,Infrastructure,Medium,netserialext4
16660,TCP,Stacheldraht-distributed-attack-tool-client,Infrastructure,Medium,Stacheldraht distributed attack tool client
16959,TCP,Subseven-DEFCON8-21-backdoor-remote-access-tool,Infrastructure,Medium,Subseven DEFCON8 2.1 backdoor remote access tool
16991,TCP,INTEL-RCI-MP,Infrastructure,Medium,INTEL-RCI-MP
17007,TCP,isode-dua,Infrastructure,Medium,isode-dua
17219,TCP,Chipper,Infrastructure,Medium,Chipper
17300,TCP,Kuang2,Infrastructure,Medium,Kuang2 (Windows trojan)
17569,TCP,Infector,C2,High,Infector
17990,TCP,Worldspan-gateway,Infrastructure,Medium,Worldspan gateway
18000,TCP,Beckman-Instruments-Inc,Infrastructure,Medium,Beckman Instruments Inc.
18181,TCP,OPSEC-CVP,Infrastructure,Medium,OPSEC CVP
18182,TCP,OPSEC-UFP,Infrastructure,Medium,OPSEC UFP
18183,TCP,OPSEC-SAM,Infrastructure,Medium,OPSEC SAM
18184,TCP,OPSEC-LEA,Infrastructure,Medium,OPSEC LEA
18185,TCP,OPSEC-OMI,Infrastructure,Medium,OPSEC OMI
18187,TCP,OPSEC-ELA,Infrastructure,Medium,OPSEC ELA
18463,TCP,AC-Cluster,Infrastructure,Medium,AC Cluster
18753,TCP,Shaft-distributed-attack-tool-handler-agent,Infrastructure,Medium,Shaft distributed attack tool handler agent
18888,TCP,APCNECMP,Infrastructure,Medium,APCNECMP
19216,TCP,BackGate,Infrastructure,Medium,BackGate (Windows rootkit)
19283,TCP,Key-Server-for-SASSAFRAS,Infrastructure,Medium,Key Server for SASSAFRAS
19315,TCP,Key-Shadow-for-SASSAFRAS,Infrastructure,Medium,Key Shadow for SASSAFRAS
19410,TCP,hp-sco,Infrastructure,Medium,hp-sco
19411,TCP,hp-sca,Infrastructure,Medium,hp-sca
19412,TCP,HP-SESSMON,Infrastructure,Medium,HP-SESSMON
19541,TCP,JCP-Client,Infrastructure,Medium,JCP Client
20000,TCP,DNP,Infrastructure,Medium,DNP
20005,TCP,xcept4,Infrastructure,Medium,xcept4 (German Telekom's CEPT videotext service)
20031,TCP,BakBone-NetVault,Infrastructure,Medium,BakBone NetVault
20034,TCP,NetBus-2-Pro,Infrastructure,Medium,NetBus 2 Pro (Windows Trojan)
20432,TCP,Shaft-distributed-attack-client,Infrastructure,Medium,Shaft distributed attack client
20670,TCP,Track,Infrastructure,Medium,Track
20742,TCP,MitgliederE-trojan,Infrastructure,Medium,Mitglieder.E trojan
20999,TCP,At-Hand-MMP,Infrastructure,Medium,At Hand MMP
21554,TCP,Girlfriend,Infrastructure,Medium,Girlfriend (Windows Trojan)
21590,TCP,VoFR-Gateway,Infrastructure,Medium,VoFR Gateway
21845,TCP,webphone,Web,Medium,webphone
21846,TCP,NetSpeak-Corp-Directory-Services,C2,High,NetSpeak Corp. Directory Services
21847,TCP,NetSpeak-Corp-Connection-Services,Infrastructure,Medium,NetSpeak Corp. Connection Services
21848,TCP,NetSpeak-Corp-Automatic-Call-Distribution,Infrastructure,Medium,NetSpeak Corp. Automatic Call Distribution
21849,TCP,NetSpeak-Corp-Credit-Processing-System,Infrastructure,Medium,NetSpeak Corp. Credit Processing System
22000,TCP,SNAPenetIO,Infrastructure,Medium,SNAPenetIO
22001,TCP,OptoControl,Infrastructure,Medium,OptoControl
22156,TCP,Phatbot-Worm,Infrastructure,Medium,Phatbot Worm
22273,TCP,wnn6,Infrastructure,Medium,wnn6
22289,TCP,Wnn6,Infrastructure,Medium,Wnn6 (Chinese Input)
22305,TCP,Wnn6,Infrastructure,Medium,Wnn6 (Korean Input)
22321,TCP,Wnn6,Infrastructure,Medium,Wnn6 (Taiwanese Input)
22555,TCP,Vocaltec-Web-Conference,Web,Medium,Vocaltec Web Conference
22800,TCP,Telerate-Information-Platform-LAN,Infrastructure,Medium,Telerate Information Platform LAN
22951,TCP,Telerate-Information-Platform-WAN,Infrastructure,Medium,Telerate Information Platform WAN
23005,TCP,W32HLLWNettrash,Infrastructure,Medium,W32.HLLW.Nettrash
23006,TCP,W32HLLWNettrash,Infrastructure,Medium,W32.HLLW.Nettrash
23432,TCP,Asylum,Infrastructure,Medium,Asylum
23476,TCP,Donald-Dick,Infrastructure,Medium,Donald Dick
23477,TCP,Donald-Dick,Infrastructure,Medium,Donald Dick
23485,TCP,Shareasa-file-sharing,Infrastructure,Medium,Shareasa file sharing
24000,TCP,med-ltp,Infrastructure,Medium,med-ltp
24001,TCP,med-fsp-rx,Infrastructure,Medium,med-fsp-rx
24002,TCP,med-fsp-tx,Infrastructure,Medium,med-fsp-tx
24003,TCP,med-supp,Infrastructure,Medium,med-supp
24004,TCP,med-ovw,Infrastructure,Medium,med-ovw
24005,TCP,med-ci,Infrastructure,Medium,med-ci
24006,TCP,med-net-svc,Infrastructure,Medium,med-net-svc
24386,TCP,Intel-RCI,Infrastructure,Medium,Intel RCI
24554,TCP,BINKP,Infrastructure,Medium,BINKP
25000,TCP,icl-twobase1,Infrastructure,Medium,icl-twobase1
25001,TCP,icl-twobase2,Infrastructure,Medium,icl-twobase2
25002,TCP,icl-twobase3,Infrastructure,Medium,icl-twobase3
25003,TCP,icl-twobase4,Infrastructure,Medium,icl-twobase4
25004,TCP,icl-twobase5,Infrastructure,Medium,icl-twobase5
25005,TCP,icl-twobase6,Infrastructure,Medium,icl-twobase6
25006,TCP,icl-twobase7,Infrastructure,Medium,icl-twobase7
25007,TCP,icl-twobase8,Infrastructure,Medium,icl-twobase8
